key	len	zh_hant	zh_hans	ja
2.2	216	瘟疫警告——水車附近爆發了致命的\n瘟疫。謀士建議所有人避開那一帶，\n因為無藥可醫。這個難題大概要好幾\n個世代才熬得過去。	瘟疫警告——水车附近爆发了致命的\n瘟疫。谋士建议所有人避开那一带，\n因为无药可医。这个难题大概要好几\n个世代才熬得过去。	
2.3	240	您勝了！！——您的規劃才能、治理\n手腕與藝術品味，為您贏得極大的\n敬重。子民會為您立碑，並以您的名\n字為長子命名。有朝一日，您也許會\n成為將軍！	您胜了！！——您的规划才能、治理\n手腕与艺术品味，为您赢得极大的\n敬重。子民会为您立碑，并以您的名\n字为长子命名。有朝一日，您也许会\n成为将军！	
2.4	307	行刺警告——本城的百姓不願再讓一\n位無能的主上統治下去。您若不立刻\n離開，將被公開處刑。我們希望您能\n從錯誤中學到東西，將來成為一位好\n君主。把說明書讀一遍，再來一次。	行刺警告——本城的百姓不愿再让一\n位无能的主上统治下去。您若不立刻\n离开，将被公开处刑。我们希望您能\n从错误中学到东西，将来成为一位好\n君主。把说明书读一遍，再来一次。	
2.5	243	怪獸來襲——一隻巨大的爬蟲類生物\n從噩夢裡現身，牠似乎被城市中心吸\n引，所到之處寸草不留，沒有東西攔\n得住牠。等牠離開，有得重建了。	怪兽来袭——一只巨大的爬虫类生物\n从噩梦里现身，它似乎被城市中心吸\n引，所到之处寸草不留，没有东西拦\n得住它。等它离开，有得重建了。	
2.6	212	污染警報——主上，這座城的空氣傷\n了我們的肺與眼睛，聞起來也極不調\n和。天地的平衡正受威脅，我們可能\n為後世立下壞榜樣。	污染警报——主上，这座城的空气伤\n了我们的肺与眼睛，闻起来也极不调\n和。天地的平衡正受威胁，我们可能\n为后世立下坏榜样。	
2.7	167	　　　　超級都會\n您是亞洲的一代明君，\n城中喧囂從未擾亂您的心神。\n五十萬子民\n唯您之命是聽，\n活著只為頌讚您的功勳。	　　　　超级都会\n您是亚洲的一代明君，\n城中喧嚣从未扰乱您的心神。\n五十万子民\n唯您之命是听，\n活著只为颂赞您的功勋。	
2.8	186	大都會——您達成了一個艱難的目標，\n確立了自己作為偉大領袖的地位。\n追隨者已達十萬人。陽光普照在您身\n上，鳥兒也為您歌唱。	大都会——您达成了一个艰难的目标，\n确立了自己作为伟大领袖的地位。\n追随者已达十万人。阳光普照在您身\n上，鸟儿也为您歌唱。	
2.9	111	首府——主上，本城已成為首府，\n人口達到五萬。您的未來一片光明。	首府——主上，本城已成为首府，\n人口达到五万。您的未来一片光明。	
2.10	111	城市——您的城鎮已長成一座完整的\n城市，目前人口一萬。\n好的開始！	城市——您的城镇已长成一座完整的\n城市，目前人口一万。\n好的开始！	
2.11	87	城鎮——恭喜，您的村落已成長為城\n鎮，現在有兩千名子民了。	城镇——恭喜，您的村落已成长为城\n镇，现在有两千名子民了。	
2.12	312	日本鈴木，1308 年——\n像二十世紀的底特律一樣，鈴木是一\n座製造業城市（人力車），如今陷入\n衰退。地價暴跌與失業使城中的犯罪\n惡化成長期問題。您有十年的時間降\n低犯罪，並重建本城的工業基礎。	日本铃木，1308 年——\n像二十世纪的底特律一样，铃木是一\n座制造业城市（人力车），如今陷入\n衰退。地价暴跌与失业使城中的犯罪\n恶化成长期问题。您有十年的时间降\n低犯罪，并重建本城的工业基础。	
2.13	199	暹羅南潭，1381 年——\n這座暹羅的濱海城市即將被洪水淹沒，\n沿海地區會被大水與侵蝕摧毀。\n您有十年的時間把這片沼澤變回一座\n城市。	暹罗南潭，1381 年——\n这座暹罗的滨海城市即将被洪水淹没，\n沿海地区会被大水与侵蚀摧毁。\n您有十年的时间把这片沼泽变回一座\n城市。	
2.14	209	中土提基埔，1291 年——\n有人發現一隻巨大的爬蟲類生物正朝\n提基埔灣前進。跟著牠走，修復水路、\n控制火勢，然後重建城市。\n您有五年的時間。	中土提基埔，1291 年——\n有人发现一只巨大的爬虫类生物正朝\n提基埔湾前进。跟著它走，修复水路、\n控制火势，然后重建城市。\n您有五年的时间。	
2.15	208	中土燕華，1278 年——\n一間煙火作坊起火，整座作坊爆炸，\n火箭四散飛過全城。您必須先控制火\n勢，再重建城市。\n您有五年的時間。	中土燕华，1278 年——\n一间烟火作坊起火，整座作坊爆炸，\n火箭四散飞过全城。您必须先控制火\n势，再重建城市。\n您有五年的时间。	
2.16	183	日本震町，1240 年——\n您即將面對一場大地震。若不立刻控\n制火勢，火造成的損害會遠大於地震\n本身。您有五年的時間。	日本震町，1240 年——\n您即将面对一场大地震。若不立刻控\n制火势，火造成的损害会远大于地震\n本身。您有五年的时间。	
2.17	205	無聊町，1234 年——\n這裡過去一千年來沒什麼變化。\n您的工作是吸引新的成長與開發，\n在三十年內把這座城變成一座大都會。	无聊町，1234 年——\n这里过去一千年来没什么变化。\n您的工作是吸引新的成长与开发，\n在三十年内把这座城变成一座大都会。	
2.18	262	菲律賓布提爾，1344 年——\n其中一座水車即將爆發致命的瘟疫。\n水車周邊會受到危險的污染，逼得您\n必須繞著它重整整座城市。\n您有五年的時間把情況控制下來。	菲律宾布提尔，1344 年——\n其中一座水车即将爆发致命的瘟疫。\n水车周边会受到危险的污染，逼得您\n必须绕著它重整整座城市。\n您有五年的时间把情况控制下来。	
2.19	254	中土交通，1299 年——\n這裡的道路一天比一天壅塞，子民很\n不滿。您考慮過鋪設大眾人力車系統，\n但那需要對城中心做大規模的重新分\n區。您有十年的時間。	中土交通，1299 年——\n这里的道路一天比一天壅塞，子民很\n不满。您考虑过铺设大众人力车系统，\n但那需要对城中心做大规模的重新分\n区。您有十年的时间。	
3.0	6	 交通	 交通	
3.1	6	 警局	 警局	
3.2	6	 消防	 消防	
3.3	8	稅率	税率	
4.0	3	一月	一月	
4.1	3	二月	二月	
4.2	3	三月	三月	
4.3	3	四月	四月	
4.4	3	五月	五月	
4.5	3	六月	六月	
4.6	3	七月	七月	
4.7	3	八月	八月	
4.8	3	九月	九月	
4.9	3	十月	十月	
4.10	3	十一月	十一月	
4.11	3	十二月	十二月	
5.0	4	水井	水井	
5.1	11	水車	水车	
6.0	12			
6.1	11			
6.2	11			
6.3	8			
6.4	9			
6.5	11			
6.6	10			
6.7	7			
7.0	10	人口	人口	
7.1	5	犯罪	犯罪	
7.2	8	商業	商业	
7.3	9	現金流量	现金流量	
7.4	8	工業	工业	
7.5	9	污染	污染	
7.6	13	近十年	近十年	
7.7	14	近一百二十年	近一百二十年	
8.0	18	人口分佈	人口分布	
8.1	17	人口成長	人口成长	
9.0	6	警力	警力	
9.1	4	消防	消防	
10.0	11	 都市型態 	 都市型态 	
10.1	11	 水路圖 	 水路图 	
10.2	16	 運輸網路 	 运输网路 	
10.3	20	 人口分佈 	 人口分布 	
10.4	17	 交通密度 	 交通密度 	
10.5	15	 污染分佈 	 污染分布 	
10.6	11	 犯罪率 	 犯罪率 	
10.7	12	 地價 	 地价 	
10.8	19	 警力範圍 	 警力范围 	
10.9	17	 消防範圍 	 消防范围 	
10.10	19	 人口成長 	 人口成长 	
11.0	21	人口分佈	人口分布	
11.1	21	警力範圍	警力范围	
11.2	15	消防範圍	消防范围	
11.3	17	人口成長	人口成长	
12.0	7	村莊	村庄	
12.1	4	城鎮	城镇	
12.2	4	城市	城市	
12.3	7	首府	首府	
12.4	10	大都會	大都会	
12.5	11	超級都會	超级都会	
13.0	5	犯罪	犯罪	
13.1	9	污染	污染	
13.2	13	房價	房价	
13.3	5	稅	税	
13.4	7	交通	交通	
13.5	12	失業	失业	
13.6	5	火災	火灾	
14.0	1			
14.1	9	空地	空地	
14.2	5	水域	水域	
14.3	6	樹林	树林	
14.4	4	公園	公园	
14.5	6	瓦礫	瓦砾	
14.6	7	海嘯	海啸	
14.7	6	瘟疫	瘟疫	
14.8	4	火災	火灾	
14.9	4	道路	道路	
14.10	9	水路	水路	
14.11	13	人力車道	人力车道	
14.12	11	住宅區	住宅区	
14.13	8	醫院	医院	
14.14	6	寺廟	寺庙	
14.15	10	商業區	商业区	
14.16	5	MAXIS	MAXIS	
14.17	10	商業區	商业区	
14.18	10	工業用地	工业用地	
14.19	6	港口	港口	
14.20	6	宮殿	宫殿	
14.21	4	水井	水井	
14.22	12	消防隊	消防队	
14.23	17	警察局	警察局	
14.24	10	相撲場	相扑场	
14.25	11	水車	水车	
14.26	6	橋樑	桥梁	
14.27	10	工業用地	工业用地	
14.28	13	公園噴泉	公园喷泉	
14.29	10	工業用地	工业用地	
14.30	15	小型爆炸	小型爆炸	
14.31	10	工業用地	工业用地	
14.32	9	惡臭	恶臭	
14.33	18	中座 2－蝦夷桑 1	中座 2－虾夷桑 1	
14.34	6	橋樑	桥梁	
14.35	11	水車	水车	
14.36	3	？？？	？？？	
15.0	8	密度：	密度：	
15.1	6	地價：	地价：	
15.2	6	犯罪：	犯罪：	
15.3	10	污染：	污染：	
15.4	7	成長：	成长：	
16.0	6	系統	系统	
16.1	7	功能	功能	
16.2	9	災難	灾难	
16.3	7	視窗	视窗	
17.0	15	 關於本遊戲	 关于本游戏	
17.1	2	 -	 -	
17.2	6	 印表	 印表	
17.3	14	 讀取圖形集	 读取图形集	
17.4	2	 -	 -	
17.5	14	 讀取悲情城市	 读取悲情城市	
17.6	15	 重新建造一新城市	 重新建造一新城市	
17.7	2	 -	 -	
17.8	18	 讀取舊有檔案  Ctrl-L	 读取旧有档案  Ctrl-L	
17.9	18	 以……檔名儲存 	 以……档名储存 	
17.10	18	 儲存現有城市  Ctrl-S	 储存现有城市  Ctrl-S	
17.11	2	 -	 -	
17.12	18	 跳出遊戲      Ctrl-X	 跳出游戏      Ctrl-X	
18.0	19	 全自動犁地      Ctrl-A	 全自动犁地      Ctrl-A	
18.1	12	 自動編列預算	 自动编列预算	
18.2	10	 自動前往災難現場	 自动前往灾难现场	
18.3	10	 關閉音效	 关闭音效	
18.4	6	 模擬速度	 模拟速度	
18.5	12	 持續所有視窗內之活動	 持续所有视窗内之活动	
18.6	19	 加快市區景物活動	 加快市区景物活动	
19.0	11	 最快  4	 最快  4	
19.1	11	 快速  3	 快速  3	
19.2	11	 普通  2	 普通  2	
19.3	11	 慢速  1	 慢速  1	
19.4	11	 暫停  0	 暂停  0	
20.0	5	 火災	 火灾	
20.1	8	 海嘯	 海啸	
20.2	13	 龍息爆襲	 龙息爆袭	
20.3	8	 颱風	 台风	
20.4	11	 地震	 地震	
20.5	8	 怪獸	 怪兽	
20.6	2	 -	 -	
20.7	9	 取消 	 取消 	
21.0	21	 地圖視窗      Ctrl-M	 地图视窗      Ctrl-M	
21.1	21	 統計圖視窗    Ctrl-G	 统计图视窗    Ctrl-G	
21.2	21	 預算視窗      Ctrl-B	 预算视窗      Ctrl-B	
21.3	21	 編輯視窗      Ctrl-E	 编辑视窗      Ctrl-E	
21.4	21	 評估視窗      Ctrl-U	 评估视窗      Ctrl-U	
21.5	21	 關閉視窗      Ctrl-C	 关闭视窗      Ctrl-C	
21.6	21	 隱藏前視窗    Ctrl-H	 隐藏前视窗    Ctrl-H	
21.7	21	 視窗位置      Ctrl-P	 视窗位置      Ctrl-P	
21.8	21	 調整編輯窗大小 Ctrl-R	 调整编辑窗大小 Ctrl-R	
